url	first_seen	portal	title	company	status
https://jobs.ashbyhq.com/rula/c0cb671e-38c5-4601-9973-c3597fa07b3e	2026-06-29	websearch	IT Service Desk Manager	Rula	added	Remote
https://jobs.lever.co/pingwind/c4d23990-8cf4-40b0-a8dd-14354d1b3439	2026-06-29	websearch	Help Desk Lead/Manager	PingWind	added	Remote US (Public Trust clearance, Tier 4/6c)
https://job-boards.greenhouse.io/kepora/jobs/4261644009	2026-06-29	websearch	System Administrator	Kepora	skipped_title	Annapolis Junction MD (TS/SCI + polygraph, mostly on-site)
https://job-boards.greenhouse.io/accenturefederalservices/jobs/4617533006	2026-06-29	websearch	Systems Administrator	Accenture Federal Services	skipped_title	Colorado (TS/SCI clearance required)
https://job-boards.greenhouse.io/accenturefederalservices/jobs/4686054006	2026-06-29	websearch	System Administrator	Accenture Federal Services	skipped_title	Multi-state (TS/SCI clearance required)
https://jobs.lever.co/knix/d56c8c79-f612-4880-83fa-d555237ecbe7	2026-06-29	websearch	IT Helpdesk Team Lead	Knix	skipped_location	Toronto Canada (international)
https://jobs.lever.co/kgroupcompanies/0115de96-9ad3-41a0-9f83-e4cfac3717dd	2026-06-29	websearch	Help Desk Team Lead - NOC	K Group Companies	skipped_location	Grand Rapids MI, no remote confirmation
https://job-boards.greenhouse.io/arizeai/jobs/5997089004	2026-07-06	websearch	IT Support Specialist	Arize AI	added	Remote - US
https://job-boards.greenhouse.io/underdogfantasy/jobs/4675205005	2026-07-06	websearch	IT Support Engineer	Underdog	added	Remote - US
https://job-boards.greenhouse.io/topsteptrader/jobs/7505718003	2026-07-06	websearch	IT Support Administrator	Topstep	added	Remote - US
https://job-boards.greenhouse.io/kunai/jobs/5051311007	2026-07-06	websearch	IT Support Administrator	Kunai (PwC Network)	added	Remote - US
https://jobs.lever.co/Arbol/015ae171-6d09-4c10-ac5c-3ceb49068507	2026-07-06	websearch	IT Support Specialist	Arbol	added	Remote - US
https://job-boards.greenhouse.io/volterapower/jobs/4978816007	2026-07-06	websearch	IT Architect & System Administrator	Voltera Power	added	Denver CO (hybrid)
https://job-boards.greenhouse.io/ampsortation/jobs/7721759003	2026-07-06	websearch	Corporate IT Manager	AMP	added	Louisville CO (Denver metro)
https://job-boards.greenhouse.io/link/jobs/5175744008	2026-07-06	websearch	IT & Compliance Manager	LINK	added	Remote - US
https://job-boards.greenhouse.io/oportun/jobs/4674665005	2026-07-06	websearch	IT Support Specialist	Oportun	added	Remote - US
https://jobs.ashbyhq.com/Flock%20Safety/d9d492f1-12e4-4774-ad04-87d80637cfbb	2026-07-06	websearch	IT Systems Administrator (Finance)	Flock Safety	added	Remote - US (unconfirmed)
https://jobs.lever.co/kyruushealth/3e2cd29b-e828-4e36-b873-7795a34417fe	2026-07-06	websearch	Staff IT Systems Administrator	Kyruus Health	added	Remote - US (unconfirmed)
https://jobs.ashbyhq.com/mainstay/5a26e221-e838-40e5-b453-55c5e1fc1a70	2026-07-06	websearch	IT Support Lead	Mainstay Labs	added	Remote - US (unconfirmed)
https://jobs.ashbyhq.com/supabase/4abf21b5-0fd3-4e2c-a384-6de77ec7f0d3	2026-07-06	websearch	IT Systems Administrator	Supabase	skipped_location	Prefers EST/APAC timezone
https://job-boards.greenhouse.io/doitintl/jobs/6245005003	2026-07-06	websearch	Senior IT Support Specialist	DoiT	skipped_location	Central/Eastern US only (excludes Mountain/Denver)
https://jobs.ashbyhq.com/lgads/7d8bb461-7ec2-493e-9dbc-0cd0ec931d0b	2026-07-06	websearch	IT Systems Administrator	LG Ad Solutions	skipped_location	Manhattan on-site
https://job-boards.greenhouse.io/assystinc/jobs/4242995009	2026-07-06	websearch	IT Support Specialist	ASSYST	skipped_location	Rockville MD on-site
https://job-boards.greenhouse.io/nttdatausa/jobs/8546196002	2026-07-06	websearch	IT Specialist/Support Specialist	NTT DATA	skipped_location	Arlington VA on-site
https://job-boards.greenhouse.io/systemstechnologyresearch/jobs/4552713006	2026-07-06	websearch	IT Support Specialist	STR	skipped_location	Arlington VA on-site
https://job-boards.greenhouse.io/systemstechnologyresearch/jobs/4658899006	2026-07-06	websearch	Senior IT Support Specialist, Desktop Services	STR	skipped_location	Arlington VA on-site
https://jobs.lever.co/hexagonusfederal/3d92fc21-cbe6-4825-858b-8c6794863cf6/	2026-07-06	websearch	Senior Systems Administrator	Hexagon US Federal	skipped_location	Lanham MD on-site
https://jobs.lever.co/hermeus/0d42aed4-c2ee-4f23-9350-1edc1314ed71	2026-07-06	websearch	Senior IT Support Specialist	Hermeus	skipped_location	Hawthorne CA on-site
https://jobs.lever.co/hatchit/61075826-4135-452e-ad42-81bbf282188a	2026-07-06	websearch	Systems Administrator (Deskside Support Specialist)	Hatch IT	skipped_location	Govt on-site DC
https://jobs.lever.co/Ubiminds/22673bce-1f4d-4438-afce-df2d33b5c30e	2026-07-06	websearch	IT Support Specialist	Ubiminds	skipped_location	Brazil company
https://jobs.lever.co/swordhealth/edede9c4-57c1-4e20-970d-14d72d49e24c	2026-07-06	websearch	IT Support Specialist	Sword Health	skipped_location	Likely Portugal-based
https://job-boards.greenhouse.io/grafanalabs/jobs/5648729004	2026-07-06	websearch	Senior GTM Systems Administrator	Grafana Labs	skipped_title	GTM/Salesforce role
https://job-boards.greenhouse.io/grafanalabs/jobs/5527127004	2026-07-06	websearch	Senior GTM Systems Administrator (Remote, USA)	Grafana Labs	skipped_title	GTM/Salesforce role
https://job-boards.greenhouse.io/axon/jobs/7612106003	2026-07-06	websearch	Professional Services Automation Systems Administrator	Axon	skipped_title	PSA/Salesforce role
https://job-boards.greenhouse.io/appliedintuition/jobs/4640266005	2026-07-06	websearch	GTM Systems Administrator	Applied Intuition	skipped_title	GTM/Salesforce role
https://jobs.lever.co/voltus/7af18b84-6567-433a-aa92-640fab747fcf	2026-07-06	websearch	IT System Administrator Intern	Voltus	skipped_title	Intern role
https://jobs.lever.co/jobgether/a4507216-f76e-4ab3-b061-5ff4c017f1b5	2026-07-06	websearch	Tier 1 Service Desk Specialist	Jobgether	skipped_title	Job aggregator listing
https://jobs.ashbyhq.com/careerswift.ai/7e42e740-8f11-410e-b588-f34dc3810455/application	2026-07-06	websearch	Help Desk / IT Support Specialist	Careerswift.ai	skipped_title	Job aggregator
https://jobs.lever.co/corebts/04c6b3cb-4464-4059-9a01-a0f166ad2ce1	2026-07-13	websearch	Systems Administrator - Corporate IT	NRI North America (CoreBTS)	added	Remote US
https://job-boards.greenhouse.io/coretelligent/jobs/5290494008	2026-07-13	websearch	Service Delivery Manager	Coretelligent	added	Remote US
https://job-boards.greenhouse.io/recursionpharmaceuticals/jobs/6346049	2026-07-13	websearch	Senior Systems Administrator (6-month contract)	Recursion Pharmaceuticals	added	Remote US (SLC on-site option)
